lat;lon;CODE;CITY;COUNTRY;AVG_TEMP;MONTH
51.84;-1.32;OXF;OXFORD;ENGLAND;5.12;Februar
37.18;-5.62;OZP;SEVILLA;SPAIN;11.51;Februar
30.94;-6.91;OZZ;OUARZAZATE;MOROCCO;11.87;Februar
51.61;8.62;PAD;PADERBORN;GERMANY;3.23;Februar
47.91;-122.28;PAE;EVERETT;USA;5.21;Februar
44.77;-85.58;PAM;PANAMA CITY;USA;-4.07;Februar
25.59;85.09;PAT;PATINA;INDIA;19.81;Februar
-9.4;-38.25;PAV;PAULO ALFONSO;BRAZIL;29.65;Februar
19.16;-98.37;PBC;PUEBLA;MEXICO;14.35;Februar
21.65;69.66;PBD;PORBANDAR;INDIA;24.03;Februar
34.18;-91.93;PBF;PINE BLUFF;USA;7.1;Februar
44.65;-73.47;PBG;PLATTSBURGH;USA;-5.54;Februar
5.45;-55.19;PBM;ZANDERY;SURINAM;25.59;Februar
20.08;-98.78;PCA;PACHUCA;MEXICO;14.11;Februar
-6.34;106.76;PCB;JAKARTA;INDONESIA;26.37;Februar
-8.38;-74.57;PCL;PUCALLPA;PERU;26.37;Februar
6.18;-67.49;PCR;PUERTO CARRENO;COLOMBIA;30.73;Februar
-0.88;100.35;PDG;PADANG;INDONESIA;27.34;Februar
-34.91;-54.92;PDP;PUNTA DEL ESTE;URUGUAY;21.5;Februar
28.63;-100.54;PDS;PIEDRAS NEGRAS;MEXICO;15.8;Februar
-32.37;-58.06;PDU;PAYSANDU;URUGUAY;23.72;Februar
50.01;15.74;PED;PARDUBICE;CZECH REPUBLIC;0.34;Februar
57.92;56.03;PEE;PERM;RUSSIA;-11.83;Februar
4.81;-75.74;PEI;PEREIRA;COLOMBIA;22.3;Februar
40.08;116.58;PEK;BEIJING;CHINA;0.94;Februar
-12.61;-69.23;PEM;PUERTO MALDONADO;PERU;26.93;Februar
-31.94;115.97;PER;PERTH;AUSTRALIA;24.75;Februar
-31.72;-52.33;PET;PELOTAS;BRAZIL;23.97;Februar
15.26;-83.78;PEU;PUERTO LEMPIRA;HONDURAS;26.89;Februar
33.99;71.51;PEW;PESHAWAR;PAKISTAN;5.5;Februar
28.95;-98.52;PEZ;PENZA;RUSSIA;13.45;Februar
-28.24;-52.33;PFB;PASSO FUNDO;BRAZIL;22;Februar
34.72;32.49;PFO;PAPHOS;CYPRUS;13.43;Februar
-2.16;106.14;PGK;PANGKAL PINANG;INDONESIA;26.57;Februar
5.02;6.95;PHC;PORT HARTCOURT;NIGERIA;28.4;Februar
-20.38;118.63;PHE;PORT HEDLAND;AUSTRALIA;30.45;Februar
37.13;-76.49;PHF;NEWPORT NEWS;USA;2.65;Februar
39.87;-75.24;PHL;PHILADELPHIA;USA;2.29;Februar
42.91;-82.53;PHN;PORT HURON;USA;-5.29;Februar
16.78;100.28;PHS;PHITSANULOK;THAILAND;26.95;Februar
-23.94;31.16;PHW;PHALABORWA;SOUTH AFRICA;22.5;Februar
33.43;-112.01;PHX;PHOENIX;USA;15.48;Februar
27.91;-82.69;PIE;ST. PETERSBURG;USA;17.81;Februar
22.67;120.46;PIF;PINGTUNG;TAIWAN;21.43;Februar
55.51;-4.59;PIK;PRESTWICK;UK;6;Februar
-13.75;-76.22;PIO;PISCO;PERU;23.68;Februar
46.59;0.31;PIS;POITIERS;FRANCE;5.49;Februar
40.49;-80.23;PIT;PITTSBURGH (PENNSYLVA);USA;-0.34;Februar
-5.21;-80.62;PIU;PIURA;PERU;27.61;Februar
38.55;-28.44;PIX;PICO;ACORES;10.71;Februar
69.73;-163.01;PIZ;POINT LAY;USA;-25;Februar
26.95;64.13;PJG;PANJGUR;PAKISTAN;14.11;Februar
9.36;2.61;PKO;PARAKOU;BENIN;29.29;Februar
0.46;101.44;PKU;PEKANBARU;INDONESIA;27.52;Februar
9.38;14.93;PLF;PALA;CHAD;26.97;Februar
50.42;-4.11;PLH;PLYMOUTH;ENGLAND;6.21;Februar
-19.85;-43.95;PLU;BELO HORIZONTE;BRAZIL;23.93;Februar
-0.92;119.91;PLW;PALU;INDONESIA;27.26;Februar
50.35;80.23;PLX;SEMIPLATINSK;RUSSIA;-13.07;Februar
-33.99;25.62;PLZ;PORT ELIZABETH;SOUTH AFRICA;21.55;Februar
-41.44;-73.09;PMC;PUERTO MONTT;CHILE;13.93;Februar
34.63;-118.08;PMD;PALMDALE;USA;9.07;Februar
-22.55;-55.7;PMG;PONTA PORA;BRAZIL;24.4;Februar
59.01;-161.82;PML;PORT MOLLER;USA;-4.5;Februar
38.18;13.09;PMO;PALERMO;ITALY;11.95;Februar
38.11;13.31;PMO;PALERMO;ITALY;10.17;Februar
-40.32;175.62;PMR;PALMERSTON NORTH;NEW ZEALAND;17.2;Februar
34.56;38.32;PMS;PALMYRA;SYRIA;9.42;Februar
10.91;-63.97;PMV;PORLAMAR;VENEZUELA;26.16;Februar
-42.76;-65.1;PMY;PUERTO MADRYN;ARGENTINA;19.72;Februar
42.77;-1.65;PNA;PAMPLONA;SPAIN;6.49;Februar
36.73;-97.1;PNC;PONCA CITY;USA;4.35;Februar
40.08;-75.01;PNE;PHILADELPHIA;USA;2;Februar
11.55;104.84;PNH;PHNOM-PENH;CAMBODIA;28;Februar
6.99;158.21;PNI;POHNPEI;MICRONESIA;27.35;Februar
-0.15;109.4;PNK;PONTIANAK;INDONESIA;26.86;Februar
45.56;-93.61;PNM;PRINCETON;USA;-7.34;Februar
18.58;73.92;PNQ;PUNE;INDIA;22.5;Februar
-4.81;11.89;PNR;POINTE-NOIRE;CONGO;27.29;Februar
30.47;-87.19;PNS;PENSACOLA;USA;13.5;Februar
-9.36;-40.56;PNZ;PETROLINA;BRAZIL;27.88;Februar
-29.99;-51.17;POA;PORTO ALEGRE;BRAZIL;24.77;Februar
-29.95;-51.14;POA;PORTO ALEGRE;BRAZIL;24.77;Februar
35.17;-79.01;POB;FAYETTEVILLE;USA;8.27;Februar
31.05;-93.19;POE;FORT POLK;USA;11.85;Februar
-0.71;8.75;POG;PORT GENTIL;GABON;28.18;Februar
-19.54;-65.72;POI;POTOSI;BOLIVIA;9.17;Februar
-12.99;40.52;POL;PEMBA;MOZAMBIQUE;27.12;Februar
-9.44;147.22;POM;PORT MORESBY;PAPUA NEW GUINEA;27.38;Februar
19.76;-70.57;POP;PUERTO PLATA;DOMINICAN REPUBLIC;23.94;Februar
52.42;16.83;POZ;POZNAN;POLAND;0.51;Februar
-22.18;-51.42;PPB;PRESIDENT PRUDENTE;BRAZIL;25.73;Februar
31.35;-113.53;PPE;PUNTA PENASCO;MEXICO;14.19;Februar
-14.33;-170.71;PPG;PAGO PAGO;SAMOA;28.34;Februar
-40.91;174.99;PPQ;PARAPARAUMU;NEW ZEALAND;17.47;Februar
9.74;118.76;PPS;PUERTO PRINCESA;PHILIPPINES;27.16;Februar
46.69;-68.05;PQI;PRESQUE ISLE;USA;-10.1;Februar
34.65;-112.42;PRC;PRESCOTT;USA;5.3;Februar
50.1;14.26;PRG;PRAGUE;CZECH REPUBLIC;0.25;Februar
18.13;100.16;PRH;PHRAE;THAILAND;25.06;Februar
49.43;17.41;PRV;PREROV;CZECH REPUBLIC;-0.29;Februar
-25.65;28.22;PRY;PRETORIA;SOUTH AFRICA;23.09;Februar
31.28;32.24;PSD;PORT SAID;EGYPT;15.4;Februar
-1.42;120.66;PSJ;POSO;INDONESIA;26.99;Februar
33.83;-116.51;PSP;PALM SPRINGS;USA;16.43;Februar
-27.39;-55.97;PSS;POSADAS;ARGENTINA;26.49;Februar
28.73;-96.25;PSX;PALACIOS;USA;14.75;Februar
-18.98;-57.82;PSZ;PUERTO SUAREZ;BOLIVIA;28;Februar
-23.93;29.48;PTG;PIETERSBURG;SOUTH AFRICA;22.24;Februar
16.27;-61.53;PTP;POINTE-A-PITRE;ANTILLES;24.68;Februar
9.07;-79.38;PTY;PANAMA CITY;PANAMA;27.32;Februar
-47.74;-65.9;PUD;PUERTO DESEADO;ARGENTINA;15.51;Februar
43.38;-0.42;PUF;PAU;FRANCE;7.21;Februar
18.57;-68.36;PUJ;PUNTA CANA;DOMINICAN REPUBLIC;25.43;Februar
-53;-70.86;PUQ;PUNTA ARENAS;CHILE;10.45;Februar
35.18;128.94;PUS;KIMHAE;KOREA;5.31;Februar
13.36;-81.36;PVA;PROVIDENCIA;COLOMBIA;26.75;Februar
41.72;-71.43;PVD;PROVIDENCE;USA;-0.01;Februar
-8.71;-63.9;PVH;PORTO VELHO;BRAZIL;25.97;Februar
38.93;20.77;PVK;PREVEZA;GREECE;11.5;Februar
-1.04;-80.47;PVO;PORTOVIEJO;ECUADOR;26.32;Februar
64.38;-173.25;PVS;PROVIDENIYA BAY;RUSSIA;-14.73;Februar
43.65;-70.31;PWM;PORTLAND;USA;-3.52;Februar
33.07;-16.35;PXO;PORTO SANTO;MADEIRA;15.67;Februar
37.92;21.29;PYR;ANDRAVIDA;GREECE;10.57;Februar
19.58;37.22;PZU;PORT SUDAN;SUDAN;23.55;Februar
48.63;17.83;PZY;PIESTANY;SLOVAKIA;1.02;Februar
36.21;1.33;QAS;ECH-CHELIFF;ALGERIA;11.58;Februar
53.09;-0.17;QCY;CONINGSBY;ENGLAND;4.83;Februar
49.39;8.65;QHD;HEIDELBERG;GERMANY;3.38;Februar
50.82;3.21;QKT;KORTRIJK-VEVELGEM;BELGIUM;4.54;Februar
51.19;-1.03;QLA;LASHAM;ENGLAND;4.95;Februar
46.19;6.27;QNJ;ANNEMASSE;FRANCE;3.13;Februar
-21.99;-47.34;QPS;PIRACUNUNGA;BRAZIL;25.49;Februar
20.62;-100.37;QRO;QUERETARO;MEXICO;17.23;Februar
-3.36;37.32;QSI;MOSHI;TANZANIA;25.3;Februar
48.32;4.02;QYR;TROYES;FRANCE;4.26;Februar
30.91;41.14;RAE;ARAR;SAUDI ARABIA;11.73;Februar
29.63;43.49;RAH;RAFHA;SAUDI ARABIA;13.17;Februar
14.92;-23.49;RAI;FRANCISCO MENDEZ;CAPE VERDE ISLANDS;22.53;Februar
22.31;70.78;RAJ;RAJKOT;INDIA;16.99;Februar
31.61;-8.04;RAK;MARRAKECH;MOROCCO;14.01;Februar
33.95;-117.45;RAL;RIVERSIDE;USA;13.37;Februar
-21.13;-47.77;RAO;RIBEIRAO PRETO;BRAZIL;24.6;Februar
-21.2;-159.81;RAR;AVARUA;COOK ISLANDS;26.61;Februar
37.33;49.61;RAS;RASHT;IRAN;7.72;Februar
34.05;-6.75;RBA;RABAT;MOROCCO;12.79;Februar
34.85;-92.3;RBM;ROBINSON;USA;7.12;Februar
-14.43;-67.5;RBQ;RURRENABAQUE;BOLIVIA;26.87;Februar
-9.87;-67.89;RBR;RIO BRANCO;BRAZIL;25.71;Februar
44.15;-103.1;RCA;RAPID CITY;USA;-3.28;Februar
11.53;-72.93;RCH;RIO HACHA;COLOMBIA;27.82;Februar
-33.6;150.78;RCM;RICHMOND;AUSTRALIA;22.76;Februar
45.89;-0.98;RCO;ROCHEFORT;FRANCE;7.11;Februar
-33.09;-64.26;RCU;RIO CUARTO;ARGENTINA;21.66;Februar
47.96;-97.4;RDR;RED RIVER;USA;-12.5;Februar
35.88;-78.79;RDU;RALEIGH-DURHAM;USA;6.98;Februar
-8.13;-34.92;REC;RECIFE;BRAZIL;27.3;Februar
38.07;15.65;REG;REGGIO CALABRIA;ITALY;12.2;Februar
-43.21;-65.27;REL;TRELEW;ARGENTINA;20.17;Februar
13.41;103.81;REP;SIEM-REAP;CAMBODIA;27.1;Februar
-27.45;-59.06;RES;RESISTENCIA;ARGENTINA;26.07;Februar
26.01;-98.23;REX;REYNOSA;MEXICO;18.43;Februar
-53.78;-67.75;RGA;RIO GRANDE;ARGENTINA;11.17;Februar
-51.61;-69.31;RGL;RIO GALLEGOS;ARGENTINA;13.14;Februar
16.91;96.13;RGN;YANGON;MYANMAR;26.73;Februar
36.41;28.09;RHO;RHODOS;GREECE;13.9;Februar
-11.01;-66.07;RIB;RIBERALTA;BOLIVIA;26.88;Februar
37.51;-77.32;RIC;RICHMOND;USA;5.13;Februar
-32.08;-52.17;RIG;RIO GRANDE;BRAZIL;23.93;Februar
38.49;-121.1;RIU;RANCHO MURIETA;USA;10.71;Februar
33.88;-117.26;RIV;RIVERSIDE;USA;12.92;Februar
45.22;14.57;RJK;RIJEKA;CROATIA;9.17;Februar
55.59;12.13;RKE;COPENHAGEN;DENMARK;1.35;Februar
25.61;55.94;RKT;RAS AL KHAIMAH;UNITED ARAB EMIRATES;20.72;Februar
64.13;-21.94;RKV;REYKJAVIK;ICELAND;0.62;Februar
53.92;12.28;RLG;LAAGE;GERMANY;1.45;Februar
43.23;-75.41;RME;ROME;USA;-4.42;Februar
6.82;79.89;RML;COLOMBO;SRI LANKA;27.55;Februar
49.44;7.6;RMS;RAMSTEIN;GERMANY;2.68;Februar
56.27;15.27;RNB;RONNEBY;SWEDEN;0.29;Februar
29.53;-98.28;RND;SAN ANTONIO;USA;13.61;Februar
27.04;128.4;RNJ;YORON;JAPAN;17.7;Februar
55.06;14.76;RNN;RONNE;DENMARK;1.37;Februar
48.07;-1.74;RNS;RENNES;FRANCE;6.28;Februar
6.23;-10.36;ROB;MONROVIA;LIBERIA;27.24;Februar
43.12;-77.67;ROC;ROCHESTER;USA;-2.93;Februar
-23.38;150.48;ROK;ROCKHAMPTON;AUSTRALIA;28.38;Februar
7.37;134.54;ROR;BABELTHUAP;PALAU ISLAND;27.5;Februar
-32.9;-60.78;ROS;ROSARIO;ARGENTINA;23.28;Februar
47.26;39.82;ROV;ROSTOV;RUSSIA;-2.19;Februar
33.3;-104.53;ROW;ROSWELL;USA;7.92;Februar
32.98;35.57;RPN;ROSH PINA;ISRAEL;8.61;Februar
21.18;81.74;RPR;RAIPUR;INDIA;24.04;Februar
-19.76;63.36;RRG;RODRIGUEZ ISLAND;MAURITIUS;27.28;Februar
62.58;11.34;RRS;ROROS;NORWAY;-7.57;Februar
-36.59;-64.28;RSA;SANTA ROSA;ARGENTINA;22.18;Februar
34.84;127.62;RSU;YEOSU;KOREA;4.4;Februar
26.54;-81.76;RSW;FORT MYERS;USA;19.12;Februar
51.96;4.44;RTM;ROTTERDAM;NETHERLANDS;4.43;Februar
-20.89;55.51;RUN;ST.-DENIS;REUNION ISLAND;26.82;Februar
-22.81;47.82;RVA;FARAFANGANA;MADAGASCAR;26.65;Februar
66.57;25.83;RVN;ROVANIEMI;FINLAND;-10.17;Februar
-30.97;-55.48;RVY;RIVERA;URUGUAY;23.45;Februar
-50.02;-68.58;RZA;SANTA CRUZ;ARGENTINA;17.35;Februar
50.11;22.02;RZE;RZESZOW;POLAND;-0.6;Februar
36.91;50.68;RZR;RAMSAR;IRAN;7.8;Februar
38.51;-121.49;SAC;SACRAMENTO;USA;10.74;Februar
35.62;-106.09;SAF;SANTA FE;USA;2.86;Februar
13.44;-89.06;SAL;SAN SALVADOR;EL SALVADOR;25.4;Februar
32.73;-117.19;SAN;SAN DIEGO;USA;14.72;Februar
15.45;-87.92;SAP;SAN PEDRO SULA;HONDURAS;25.38;Februar
29.53;-98.47;SAT;SAN ANTONIO;USA;13.68;Februar
32.13;-81.2;SAV;SAVANNAH;USA;12.14;Februar
5.87;95.34;SBG;SABANG;INDONESIA;2.52;Februar
44.82;-62.85;SBH;ST.-BARTHELEMY;ANTILLES;-4.53;Februar
48.54;-2.85;SBK;ST.-BRIEUC ARMOR;FRANCE;6.68;Februar
32.61;-82.37;SBO;SANTA BARBARA;USA;12.77;Februar
2.26;111.98;SBW;SIBU;MALAYSIA;26.86;Februar
38.34;-75.51;SBY;SALISBURY;USA;10.5;Februar
37.89;-121.24;SCK;STOCKTON;USA;10.68;Februar
-33.39;-70.79;SCL;SANTIAGO;CHILE;20.14;Februar
49.21;7.11;SCN;SAARBRUECKEN;GERMANY;2.39;Februar
19.97;-75.84;SCU;SANTIAGO DE CUBA;CUBA;24.84;Februar
47.69;26.35;SCV;SUCEAVA;ROMANIA;-1.39;Februar
61.65;50.85;SCW;SYKTYVKAR;RUSSIA;-12.12;Februar
33.26;44.23;SDA;BAGHDAD;IRAQ;13.33;Februar
-27.77;-64.31;SDE;SANTIAGO DEL ESTERO;ARGENTINA;25.68;Februar
35.25;47.01;SDG;SANANDAJ;IRAN;3.69;Februar
38.14;140.92;SDJ;SENDAI;JAPAN;2.44;Februar
62.53;17.44;SDL;SUNDSVALL;SWEDEN;-5.8;Februar
18.43;-69.67;SDQ;SANTO DOMINGO;DOMINICAN REPUBLIC;25.13;Februar
43.43;-3.82;SDR;SANTANDER;SPAIN;9.91;Februar
-22.91;-43.16;SDU;RIO DE JANEIRO;BRAZIL;27.63;Februar
32.11;34.78;SDV;TEL-AVIV;ISRAEL;13.85;Februar
47.45;-122.31;SEA;SEATTLE;USA;6.25;Februar
26.99;14.47;SEB;SEBHA;LIBYA;14.06;Februar
32.34;-86.99;SEM;SELMA;USA;9.2;Februar
-4.67;55.52;SEZ;MAHE;SEYCHELLES;27.74;Februar
34.72;10.69;SFA;SFAX;TUNISIA;13.22;Februar
7.88;-67.44;SFD;SAN FERNANDO DE APURE;VENEZUELA;28.38;Februar
47.68;-117.32;SFF;SPOKANE;USA;0.68;Februar
44.58;-63.05;SFG;ST. MARTIN;ANTILLES;-4.73;Februar
67.02;-50.69;SFJ;SONDRESTROM;GREENLAND;-20.44;Februar
-31.71;-60.81;SFN;SANTA FE;ARGENTINA;23.6;Februar
37.62;-122.38;SFO;SAN FRANCISCO;USA;11.84;Februar
64.63;21.08;SFT;SKELLEFTEA;SWEDEN;-6.23;Februar
41.92;-71.49;SFZ;SMITHFIELD;USA;-0.25;Februar
61.25;73.5;SGC;SURGUT;RUSSIA;-17.7;Februar
54.96;9.79;SGD;SOENDERBORG;DENMARK;2.06;Februar
59.46;-135.32;SGY;SKAGWAY;USA;-1.45;Februar
24.83;125.15;SHI;SHIMOJISHIMA;JAPAN;18.8;Februar
25.33;55.52;SHJ;SHARJAH;UNITED ARAB EMIRATES;19.98;Februar
32.45;-93.83;SHV;SHREVEPORT;USA;9.03;Februar
17.47;47.12;SHW;SHARURAH;SAUDI ARABIA;22.65;Februar
16.74;-22.95;SID;AMILCAR CABRAL;CAPE VERDE ISLANDS;21.41;Februar
18.44;-66;SIG;SAN JUAN;PUERTO RICO;25.4;Februar
1.36;103.99;SIN;SINGAPORE;SINGAPORE;27.31;Februar
-0.48;104.58;SIQ;SINGKEP;INDONESIA;10.63;Februar
57.05;-135.36;SIT;SITKA;USA;2.57;Februar
-13.05;-64.66;SJB;SAN JOAQUIN;BOLIVIA;27.09;Februar
37.36;-121.93;SJC;SAN JOSE;USA;11.63;Februar
9.99;-84.21;SJO;SAN JOSE;COSTA RICA;23.05;Februar
47.62;-117.66;SKA;SPOKANE;USA;0.02;Februar
17.31;-62.72;SKB;BASSE TERRE;ST. KITTS & NEVIS;25.7;Februar
39.7;66.99;SKD;SAMARKAND;RUSSIA;4;Februar
59.19;9.57;SKE;SKIEN;NORWAY;0.07;Februar
29.38;-98.58;SKF;SAN ANTONIO;USA;13.64;Februar
40.52;22.97;SKG;THESSALONIKI;GREECE;7.51;Februar
55.23;9.26;SKS;SKRYDSTRUP;DENMARK;1.64;Februar
38.97;24.49;SKU;SKIROS;GREECE;-0.86;Februar
41.43;-82.65;SKY;SANDUSKY;USA;-4.8;Februar
-24.86;-65.49;SLA;SALTA;ARGENTINA;20.66;Februar
40.79;-111.98;SLC;SALT LAKE CITY;USA;2.05;Februar
48.64;19.13;SLD;SLIAC;SLOVAKIA;-0.9;Februar
17.04;54.09;SLL;SALALAH;OMAN;24.14;Februar
40.95;-5.5;SLM;SALAMANCA;SPAIN;5.47;Februar
22.25;-100.93;SLP;SAN LUIS POTOSI;MEXICO;15.31;Februar
25.55;-100.93;SLW;SALTILLO;MEXICO;13.34;Februar
-2.59;-44.24;SLZ;SAO LUIS;BRAZIL;26.78;Februar
36.97;-25.17;SMA;SANTA MARIA (ISLAND);ACORES;14.69;Februar
37.69;26.91;SMI;SAMOS;GREECE;11.2;Februar
11.12;-74.23;SMR;SANTA MARTA;COLOMBIA;28.6;Februar
-17.09;49.82;SMS;SAINTE MARIE;MADAGASCAR;27.93;Februar
46.53;9.88;SMV;SAMEDAN;SWITZERLAND;-0.67;Februar
33.68;-117.87;SNA;SANTA ANA;USA;14.23;Februar
52.7;-8.93;SNN;SHANNON;IRELAND;6.52;Februar
57.17;-170.22;SNP;ST. PAUL ISLAND;USA;-3.52;Februar
47.31;-2.15;SNR;ST.-NAZAIRE;FRANCE;6.49;Februar
22.49;-79.94;SNU;SANTA CLARA;CUBA;23.03;Februar
61.16;7.14;SOG;SOGNDAL;NORWAY;-1.93;Februar
69.79;20.96;SOJ;SORKJOSEN;NORWAY;-3.88;Februar
-0.93;131.12;SOQ;SORONG;INDONESIA;26.89;Februar
50.95;-1.36;SOU;SOUTHAMPTON;ENGLAND;5.54;Februar
45.77;-122.86;SPB;SAN LUIS;USA;5.9;Februar
28.63;-17.76;SPC;SANTA CRUZ DE LA PALMA;SPAIN;18.21;Februar
25.76;88.91;SPD;SAIDPUR;BANGLADESH;19.28;Februar
27.77;-82.63;SPG;ST. PETERSBURG;USA;18.07;Februar
43.12;141.38;SPK;SAPPORO;JAPAN;-2.75;Februar
49.97;6.69;SPM;SPANGDAHLEM;GERMANY;1.44;Februar
15.12;145.73;SPN;SAIPAN;MARIANA ISLANDS;27.5;Februar
33.99;-98.49;SPS;WICHITA FALLS;USA;7.95;Februar
4.75;-6.66;SPY;SAN PEDRO;IVORY COAST;27.43;Februar
0.06;111.48;SQC;SINTANG;INDONESIA;26.77;Februar
-19.01;-65.29;SRE;SUCRE;BOLIVIA;15.42;Februar
-6.97;110.38;SRG;SEMARANG;INDONESIA;27.05;Februar
9.15;18.38;SRH;SARH;CHAD;26.9;Februar
-0.48;117.16;SRI;SAMARINDA;INDONESIA;27.06;Februar
-14.86;-66.74;SRJ;SAN BORJA;BOLIVIA;26.78;Februar
1.73;33.62;SRT;SOROTI;UGANDA;25.77;Februar
-12.91;-38.33;SSA;SALVADOR;BRAZIL;27.3;Februar
33.97;-80.47;SSC;SUMTER;USA;10.22;Februar
17.63;75.94;SSE;SHOLAPUR;INDIA;25.45;Februar
3.76;8.71;SSG;MALABO;EQUATORIAL GUINEA;27.84;Februar
65.96;12.47;SSJ;SANDNESSJOEN;NORWAY;0.78;Februar
37.45;127.11;SSN;SEOUL EAST;KOREA;0.73;Februar
-23.93;-46.29;SSZ;SANTOS;BRAZIL;26.57;Februar
7.57;-72.04;STD;SANTO DOMINGO;VENEZUELA;24.21;Februar
19.41;-70.62;STI;SANTIAGO;DOMINICAN REPUBLIC;23.9;Februar
38.75;-90.36;STL;ST. LOUIS;USA;1.86;Februar
-29.71;-53.69;STM;SANTAREM;BRAZIL;24.43;Februar
51.89;0.24;STN;LONDON;ENGLAND;5.48;Februar
48.69;9.22;STR;STUTTGART;GERMANY;2.1;Februar
18.34;-64.97;STT;ST. THOMAS;VIRGIN ISL.;25.53;Februar
21.12;72.74;STV;SURAT;INDIA;24.35;Februar
-31.44;-57.99;STY;SALTO;URUGUAY;24.75;Februar
-7.38;112.79;SUB;SURABAYA;INDONESIA;27.22;Februar
38.91;16.24;SUF;LAMEZIA;ITALY;9.25;Februar
47.7;22.89;SUJ;SATU MARE;ROMANIA;3.36;Februar
38.26;-121.93;SUU;FAIRFIELD;USA;10.49;Februar
-18.04;178.56;SUV;NAUSORI;FIJI;26.68;Februar
42.4;-96.38;SUX;SIOUX CITY;USA;-4.12;Februar
-14.28;50.18;SVB;SAMBAVA;MADAGASCAR;27.59;Februar
58.88;5.64;SVG;STAVANGER;NORWAY;2.76;Februar
61.94;28.95;SVL;SAVONLINNA;FINLAND;-7.71;Februar
32.01;-81.15;SVN;HUNTER AAF;USA;13.09;Februar
55.97;37.42;SVO;MOSCOW;RUSSIA;-6.16;Februar
37.42;-5.89;SVQ;SEVILLA;SPAIN;12.65;Februar
56.74;60.8;SVX;SVERDLOVSK;RUSSIA;-11.15;Februar
7.85;-72.44;SVZ;SAN ANTONIO;VENEZUELA;25.9;Februar
41.5;-74.11;SWF;NEWBURGH;USA;-1.66;Februar
-8.49;117.41;SWG;SUMBAWA;INDONESIA;26.66;Februar
51.61;-4.07;SWS;SWANSEA;ENGLAND;6.08;Februar
52.38;13.52;SXF;BERLIN;GERMANY;1.57;Februar
18.04;-63.11;SXM;PHILIPSBURG;ANTILLES;25.54;Februar
33.99;74.77;SXR;SRINAGAR;INDIA;11.2;Februar
52.71;174.11;SYA;SHEMYA;USA;1.4;Februar
-33.95;151.18;SYD;SYDNEY;AUSTRALIA;23.18;Februar
43.11;-76.11;SYR;SYRACUSE;USA;-3.47;Februar
58.21;-6.33;SYY;STORNOWAY;UK;5.1;Februar
29.54;52.59;SYZ;SHIRAZ;IRAN;9.2;Februar
47.79;13;SZG;SALZBURG;AUSTRIA;1.12;Februar
-24.96;31.59;SZK;SKUKUZA;SOUTH AFRICA;25.86;Februar
38.73;-93.55;SZL;KNOBNOSTER;USA;0.46;Februar
53.43;11.78;SZW;PARCHIM;GERMANY;1.51;Februar
22.64;113.81;SZX;SHENZHEN;CHINA;17.74;Februar
53.59;14.9;SZZ;SZCZECHIN;POLAND;1.39;Februar
11.15;-60.83;TAB;SCARBOROUGH;TRINIDAD & TOBAGO;26.15;Februar
11.23;125.03;TAC;TACLOBAN;PHILIPPINES;26.62;Februar
35.89;128.66;TAE;TAEGU;KOREA;3.5;Februar
35.54;-0.53;TAF;ORAN;ALGERIA;11.9;Februar
34.21;134.02;TAK;TAKAMATSU;JAPAN;6.29;Februar
65.17;-152.11;TAL;TANANA;USA;-17.93;Februar
36.26;120.38;TAO;QINGDAO;CHINA;2.12;Februar
14.79;-92.37;TAP;TAPACHULA;MEXICO;27.62;Februar
49.07;20.24;TAT;POPRAD;SLOVAKIA;-1.93;Februar
-31.75;-55.93;TAW;TACUAREMBO;URUGUAY;23.19;Februar
-3.55;-80.38;TBP;TUMBES;PERU;27.25;Februar
-4.26;-69.94;TBT;TABATINGA;BRAZIL;25.88;Februar
-21.24;-175.15;TBU;TONGATAPU;TONGA;26.2;Februar
38.13;46.24;TBZ;TABRIZ;IRAN;1.49;Februar
47.14;-122.48;TCM;TACOMA;USA;5.78;Februar
-18.05;-70.28;TCQ;TACNA;PERU;22.51;Februar
33.24;-107.27;TCS;TRUTH OR CONSEQUENCES;USA;8.62;Februar
-14.82;-64.92;TDD;TRINIDAD;BOLIVIA;27.05;Februar
-37.24;-59.23;TDL;TANDIL;ARGENTINA;19.57;Februar
15.78;-87.48;TEA;TELA;HONDURAS;23.95;Februar
40.85;-74.06;TEB;TETERBORO;USA;1.64;Februar
35.43;8.12;TEE;TEBESSA;ALGERIA;7.68;Februar
38.76;-27.09;TER;LAJES (TERCEIRA ISLAND);ACORES;14.46;Februar
-16.11;33.64;TET;TETE;MOZAMBIQUE;28.48;Februar
-3.38;-64.72;TFF;TEFE;BRAZIL;27.13;Februar
5.38;103.1;TGG;KUALA TERENGGANU;MALAYSIA;27.1;Februar
-9.29;-76.01;TGI;TINGO MARIA;PERU;25.05;Februar
46.47;24.41;TGM;TIRGU MURES;ROMANIA;1.64;Februar
14.06;-87.22;TGU;TEGUCIGALPA;HONDURAS;21.01;Februar
16.77;-93.34;TGZ;TUXTLA GUTIERREZ;MEXICO;22.95;Februar
-5.06;-42.82;THE;TERESINA;BRAZIL;26.54;Februar
52.47;13.4;THF;BERLIN;GERMANY;2.11;Februar
58.32;12.35;THN;TROLLHATTAN;SWEDEN;-0.01;Februar
35.69;51.31;THR;TEHERAN;IRAN;7.19;Februar
76.53;-68.7;THU;THULE;GREENLAND;-24.52;Februar
